Local;Departamento;Provincia;Distrito;Mes;Tipo Transaccion;TRANSACCIONES
ORA DE APOYO CHEPEN;LA LIBERTAD;CHEPEN;CHEPEN;AGOSTO;ENTREGA DNI;105
ORA DE APOYO CHEPEN;LA LIBERTAD;CHEPEN;CHEPEN;AGOSTO;RRCC ACTA REGISTRAL;105
ORA DE APOYO CHEPEN;LA LIBERTAD;CHEPEN;CHEPEN;SEPTIEMBRE;TRAMITE DNI;110
ORA DE APOYO CHEPEN;LA LIBERTAD;CHEPEN;CHEPEN;SEPTIEMBRE;ENTREGA DNI;105
ORA DE APOYO CHEPEN;LA LIBERTAD;CHEPEN;CHEPEN;SEPTIEMBRE;RRCC ACTA REGISTRAL;116
ORA DE APOYO LEONCIO PRADO;LA LIBERTAD;SANCHEZ CARRION;HUAMACHUCO;JULIO;TRAMITE DNI;241
ORA DE APOYO LEONCIO PRADO;LA LIBERTAD;SANCHEZ CARRION;HUAMACHUCO;JULIO;ENTREGA DNI;389
ORA DE APOYO LEONCIO PRADO;LA LIBERTAD;SANCHEZ CARRION;HUAMACHUCO;JULIO;RRCC ACTA REGISTRAL;166
ORA DE APOYO LEONCIO PRADO;LA LIBERTAD;SANCHEZ CARRION;HUAMACHUCO;JULIO;RRCC COPIAS CERTIF;2
ORA DE APOYO LEONCIO PRADO;LA LIBERTAD;SANCHEZ CARRION;HUAMACHUCO;AGOSTO;TRAMITE DNI;278
ORA DE APOYO LEONCIO PRADO;LA LIBERTAD;SANCHEZ CARRION;HUAMACHUCO;AGOSTO;ENTREGA DNI;281
ORA DE APOYO LEONCIO PRADO;LA LIBERTAD;SANCHEZ CARRION;HUAMACHUCO;AGOSTO;RRCC ACTA REGISTRAL;206
ORA DE APOYO LEONCIO PRADO;LA LIBERTAD;SANCHEZ CARRION;HUAMACHUCO;AGOSTO;RRCC COPIAS CERTIF;2
ORA DE APOYO LEONCIO PRADO;LA LIBERTAD;SANCHEZ CARRION;HUAMACHUCO;SEPTIEMBRE;TRAMITE DNI;286
ORA DE APOYO LEONCIO PRADO;LA LIBERTAD;SANCHEZ CARRION;HUAMACHUCO;SEPTIEMBRE;ENTREGA DNI;285
ORA DE APOYO LEONCIO PRADO;LA LIBERTAD;SANCHEZ CARRION;HUAMACHUCO;SEPTIEMBRE;RRCC ACTA REGISTRAL;227
ORA DE APOYO LEONCIO PRADO;LA LIBERTAD;SANCHEZ CARRION;HUAMACHUCO;SEPTIEMBRE;RRCC COPIAS CERTIF;6
ORA HOSPITAL DE APOYO JESUS NAZARENO;AYACUCHO;HUAMANGA;JESUS NAZARENO;JULIO;TRAMITE DNI;51
ORA HOSPITAL DE APOYO JESUS NAZARENO;AYACUCHO;HUAMANGA;JESUS NAZARENO;JULIO;ENTREGA DNI;22
ORA HOSPITAL DE APOYO JESUS NAZARENO;AYACUCHO;HUAMANGA;JESUS NAZARENO;JULIO;RRCC ACTA REGISTRAL;47
ORA HOSPITAL DE APOYO JESUS NAZARENO;AYACUCHO;HUAMANGA;JESUS NAZARENO;AGOSTO;TRAMITE DNI;45
ORA HOSPITAL DE APOYO JESUS NAZARENO;AYACUCHO;HUAMANGA;JESUS NAZARENO;AGOSTO;ENTREGA DNI;14
ORA HOSPITAL DE APOYO JESUS NAZARENO;AYACUCHO;HUAMANGA;JESUS NAZARENO;AGOSTO;RRCC ACTA REGISTRAL;46
ORA HOSPITAL DE APOYO JESUS NAZARENO;AYACUCHO;HUAMANGA;JESUS NAZARENO;SEPTIEMBRE;TRAMITE DNI;33
ORA HOSPITAL DE APOYO JESUS NAZARENO;AYACUCHO;HUAMANGA;JESUS NAZARENO;SEPTIEMBRE;ENTREGA DNI;8
ORA HOSPITAL DE APOYO JESUS NAZARENO;AYACUCHO;HUAMANGA;JESUS NAZARENO;SEPTIEMBRE;RRCC ACTA REGISTRAL;42
ORA PAMPA CANGALLO;AYACUCHO;CANGALLO;LOS MOROCHUCOS;JULIO;TRAMITE DNI;5
ORA PAMPA CANGALLO;AYACUCHO;CANGALLO;LOS MOROCHUCOS;JULIO;ENTREGA DNI;3
ORA PAMPA CANGALLO;AYACUCHO;CANGALLO;LOS MOROCHUCOS;JULIO;RRCC ACTA REGISTRAL;2
ORA PAMPA CANGALLO;AYACUCHO;CANGALLO;LOS MOROCHUCOS;AGOSTO;TRAMITE DNI;3
ORA PAMPA CANGALLO;AYACUCHO;CANGALLO;LOS MOROCHUCOS;AGOSTO;ENTREGA DNI;13
ORA PAMPA CANGALLO;AYACUCHO;CANGALLO;LOS MOROCHUCOS;AGOSTO;RRCC ACTA REGISTRAL;5
ORA PAMPA CANGALLO;AYACUCHO;CANGALLO;LOS MOROCHUCOS;SEPTIEMBRE;TRAMITE DNI;7
ORA PAMPA CANGALLO;AYACUCHO;CANGALLO;LOS MOROCHUCOS;SEPTIEMBRE;ENTREGA DNI;8
ORA PAMPA CANGALLO;AYACUCHO;CANGALLO;LOS MOROCHUCOS;SEPTIEMBRE;RRCC ACTA REGISTRAL;6
ORA HUANDO;HUANCAVELICA;HUANCAVELICA;HUANDO;JULIO;TRAMITE DNI;6
ORA HUANDO;HUANCAVELICA;HUANCAVELICA;HUANDO;JULIO;ENTREGA DNI;8
ORA HUANDO;HUANCAVELICA;HUANCAVELICA;HUANDO;JULIO;RRCC ACTA REGISTRAL;9
ORA HUANDO;HUANCAVELICA;HUANCAVELICA;HUANDO;JULIO;RRCC COPIAS CERTIF;1
ORA HUANDO;HUANCAVELICA;HUANCAVELICA;HUANDO;AGOSTO;TRAMITE DNI;11
ORA HUANDO;HUANCAVELICA;HUANCAVELICA;HUANDO;AGOSTO;ENTREGA DNI;2
ORA HUANDO;HUANCAVELICA;HUANCAVELICA;HUANDO;AGOSTO;RRCC ACTA REGISTRAL;11
ORA HUANDO;HUANCAVELICA;HUANCAVELICA;HUANDO;SEPTIEMBRE;TRAMITE DNI;9
ORA HUANDO;HUANCAVELICA;HUANCAVELICA;HUANDO;SEPTIEMBRE;ENTREGA DNI;12
ORA HUANDO;HUANCAVELICA;HUANCAVELICA;HUANDO;SEPTIEMBRE;RRCC ACTA REGISTRAL;14
ORA DE APOYO CESAR ABRAHAM VALLEJO MENDOZA;LA LIBERTAD;SANTIAGO DE CHUCO;SANTIAGO DE CHUCO;JULIO;TRAMITE DNI;56
ORA DE APOYO CESAR ABRAHAM VALLEJO MENDOZA;LA LIBERTAD;SANTIAGO DE CHUCO;SANTIAGO DE CHUCO;JULIO;ENTREGA DNI;86
ORA DE APOYO CESAR ABRAHAM VALLEJO MENDOZA;LA LIBERTAD;SANTIAGO DE CHUCO;SANTIAGO DE CHUCO;JULIO;RRCC ACTA REGISTRAL;53
ORA DE APOYO CESAR ABRAHAM VALLEJO MENDOZA;LA LIBERTAD;SANTIAGO DE CHUCO;SANTIAGO DE CHUCO;JULIO;RRCC COPIAS CERTIF;2
ORA DE APOYO CESAR ABRAHAM VALLEJO MENDOZA;LA LIBERTAD;SANTIAGO DE CHUCO;SANTIAGO DE CHUCO;AGOSTO;TRAMITE DNI;50
ORA DE APOYO CESAR ABRAHAM VALLEJO MENDOZA;LA LIBERTAD;SANTIAGO DE CHUCO;SANTIAGO DE CHUCO;AGOSTO;ENTREGA DNI;81
ORA DE APOYO CESAR ABRAHAM VALLEJO MENDOZA;LA LIBERTAD;SANTIAGO DE CHUCO;SANTIAGO DE CHUCO;AGOSTO;RRCC ACTA REGISTRAL;45
ORA DE APOYO CESAR ABRAHAM VALLEJO MENDOZA;LA LIBERTAD;SANTIAGO DE CHUCO;SANTIAGO DE CHUCO;AGOSTO;RRCC COPIAS CERTIF;3
ORA DE APOYO CESAR ABRAHAM VALLEJO MENDOZA;LA LIBERTAD;SANTIAGO DE CHUCO;SANTIAGO DE CHUCO;SEPTIEMBRE;TRAMITE DNI;61
ORA DE APOYO CESAR ABRAHAM VALLEJO MENDOZA;LA LIBERTAD;SANTIAGO DE CHUCO;SANTIAGO DE CHUCO;SEPTIEMBRE;ENTREGA DNI;62
ORA DE APOYO CESAR ABRAHAM VALLEJO MENDOZA;LA LIBERTAD;SANTIAGO DE CHUCO;SANTIAGO DE CHUCO;SEPTIEMBRE;RRCC ACTA REGISTRAL;48
ORA DE APOYO CESAR ABRAHAM VALLEJO MENDOZA;LA LIBERTAD;SANTIAGO DE CHUCO;SANTIAGO DE CHUCO;SEPTIEMBRE;RRCC COPIAS CERTIF;1
ORA TAMBO;AYACUCHO;LA MAR;TAMBO;JULIO;TRAMITE DNI;16
ORA TAMBO;AYACUCHO;LA MAR;TAMBO;JULIO;ENTREGA DNI;9
ORA TAMBO;AYACUCHO;LA MAR;TAMBO;JULIO;RRCC ACTA REGISTRAL;16
ORA TAMBO;AYACUCHO;LA MAR;TAMBO;AGOSTO;TRAMITE DNI;11
ORA TAMBO;AYACUCHO;LA MAR;TAMBO;AGOSTO;ENTREGA DNI;12
ORA TAMBO;AYACUCHO;LA MAR;TAMBO;AGOSTO;RRCC ACTA REGISTRAL;5
ORA TAMBO;AYACUCHO;LA MAR;TAMBO;SEPTIEMBRE;TRAMITE DNI;6
ORA TAMBO;AYACUCHO;LA MAR;TAMBO;SEPTIEMBRE;ENTREGA DNI;22
ORA TAMBO;AYACUCHO;LA MAR;TAMBO;SEPTIEMBRE;RRCC ACTA REGISTRAL;5
ORA PICHARI;CUSCO;LA CONVENCION;PICHARI;JULIO;TRAMITE DNI;27
ORA PICHARI;CUSCO;LA CONVENCION;PICHARI;JULIO;ENTREGA DNI;80
ORA PICHARI;CUSCO;LA CONVENCION;PICHARI;JULIO;RRCC ACTA REGISTRAL;24
ORA PICHARI;CUSCO;LA CONVENCION;PICHARI;AGOSTO;TRAMITE DNI;25
ORA PICHARI;CUSCO;LA CONVENCION;PICHARI;AGOSTO;ENTREGA DNI;52
ORA PICHARI;CUSCO;LA CONVENCION;PICHARI;AGOSTO;RRCC ACTA REGISTRAL;28
ORA PICHARI;CUSCO;LA CONVENCION;PICHARI;SEPTIEMBRE;TRAMITE DNI;26
ORA PICHARI;CUSCO;LA CONVENCION;PICHARI;SEPTIEMBRE;ENTREGA DNI;45
ORA PICHARI;CUSCO;LA CONVENCION;PICHARI;SEPTIEMBRE;RRCC ACTA REGISTRAL;34
ORA SANTA ROSA;MADRE DE DIOS;TAMBOPATA;TAMBOPATA;JULIO;TRAMITE DNI;247
ORA SANTA ROSA;MADRE DE DIOS;TAMBOPATA;TAMBOPATA;JULIO;ENTREGA DNI;299
ORA SANTA ROSA;MADRE DE DIOS;TAMBOPATA;TAMBOPATA;JULIO;RRCC ACTA REGISTRAL;262
ORA SANTA ROSA;MADRE DE DIOS;TAMBOPATA;TAMBOPATA;AGOSTO;TRAMITE DNI;300
ORA SANTA ROSA;MADRE DE DIOS;TAMBOPATA;TAMBOPATA;AGOSTO;ENTREGA DNI;351
ORA SANTA ROSA;MADRE DE DIOS;TAMBOPATA;TAMBOPATA;AGOSTO;RRCC ACTA REGISTRAL;317
ORA SANTA ROSA;MADRE DE DIOS;TAMBOPATA;TAMBOPATA;SEPTIEMBRE;TRAMITE DNI;274
ORA SANTA ROSA;MADRE DE DIOS;TAMBOPATA;TAMBOPATA;SEPTIEMBRE;ENTREGA DNI;360
ORA SANTA ROSA;MADRE DE DIOS;TAMBOPATA;TAMBOPATA;SEPTIEMBRE;RRCC ACTA REGISTRAL;323
ORA TACNA;TACNA;TACNA;TACNA;JULIO;TRAMITE DNI;214
ORA TACNA;TACNA;TACNA;TACNA;JULIO;ENTREGA DNI;227
ORA TACNA;TACNA;TACNA;TACNA;JULIO;RRCC ACTA REGISTRAL;214
ORA TACNA;TACNA;TACNA;TACNA;AGOSTO;TRAMITE DNI;193
ORA TACNA;TACNA;TACNA;TACNA;AGOSTO;ENTREGA DNI;239
ORA TACNA;TACNA;TACNA;TACNA;AGOSTO;RRCC ACTA REGISTRAL;207
ORA TACNA;TACNA;TACNA;TACNA;SEPTIEMBRE;TRAMITE DNI;187
ORA TACNA;TACNA;TACNA;TACNA;SEPTIEMBRE;ENTREGA DNI;206
ORA TACNA;TACNA;TACNA;TACNA;SEPTIEMBRE;RRCC ACTA REGISTRAL;186
ORA HOSPITAL GENERAL DE HUACHO;LIMA;HUAURA;HUACHO;JULIO;TRAMITE DNI;206
ORA HOSPITAL GENERAL DE HUACHO;LIMA;HUAURA;HUACHO;JULIO;ENTREGA DNI;353
ORA HOSPITAL GENERAL DE HUACHO;LIMA;HUAURA;HUACHO;JULIO;RRCC ACTA REGISTRAL;204
ORA HOSPITAL GENERAL DE HUACHO;LIMA;HUAURA;HUACHO;AGOSTO;TRAMITE DNI;210
ORA HOSPITAL GENERAL DE HUACHO;LIMA;HUAURA;HUACHO;AGOSTO;ENTREGA DNI;240
ORA HOSPITAL GENERAL DE HUACHO;LIMA;HUAURA;HUACHO;AGOSTO;RRCC ACTA REGISTRAL;227
ORA HOSPITAL GENERAL DE HUACHO;LIMA;HUAURA;HUACHO;SEPTIEMBRE;TRAMITE DNI;244
ORA HOSPITAL GENERAL DE HUACHO;LIMA;HUAURA;HUACHO;SEPTIEMBRE;ENTREGA DNI;234
ORA HOSPITAL GENERAL DE HUACHO;LIMA;HUAURA;HUACHO;SEPTIEMBRE;RRCC ACTA REGISTRAL;254
ORA CARLOS CORNEJO ROSELLO;PUNO;AZANGARO;AZANGARO;JULIO;TRAMITE DNI;90
ORA CARLOS CORNEJO ROSELLO;PUNO;AZANGARO;AZANGARO;JULIO;ENTREGA DNI;72
ORA CARLOS CORNEJO ROSELLO;PUNO;AZANGARO;AZANGARO;JULIO;RRCC ACTA REGISTRAL;70
ORA CARLOS CORNEJO ROSELLO;PUNO;AZANGARO;AZANGARO;AGOSTO;TRAMITE DNI;78
ORA CARLOS CORNEJO ROSELLO;PUNO;AZANGARO;AZANGARO;AGOSTO;ENTREGA DNI;109
ORA CARLOS CORNEJO ROSELLO;PUNO;AZANGARO;AZANGARO;AGOSTO;RRCC ACTA REGISTRAL;70
ORA CARLOS CORNEJO ROSELLO;PUNO;AZANGARO;AZANGARO;SEPTIEMBRE;TRAMITE DNI;89
ORA CARLOS CORNEJO ROSELLO;PUNO;AZANGARO;AZANGARO;SEPTIEMBRE;ENTREGA DNI;84
ORA CARLOS CORNEJO ROSELLO;PUNO;AZANGARO;AZANGARO;SEPTIEMBRE;RRCC ACTA REGISTRAL;74
ORA HOSPITAL LUCIO ALDAZABAL PAUCA;PUNO;HUANCANE;HUANCANE;JULIO;TRAMITE DNI;46
ORA HOSPITAL LUCIO ALDAZABAL PAUCA;PUNO;HUANCANE;HUANCANE;JULIO;ENTREGA DNI;31
ORA HOSPITAL LUCIO ALDAZABAL PAUCA;PUNO;HUANCANE;HUANCANE;JULIO;RRCC ACTA REGISTRAL;62
ORA HOSPITAL LUCIO ALDAZABAL PAUCA;PUNO;HUANCANE;HUANCANE;AGOSTO;TRAMITE DNI;44
ORA HOSPITAL LUCIO ALDAZABAL PAUCA;PUNO;HUANCANE;HUANCANE;AGOSTO;ENTREGA DNI;31
ORA HOSPITAL LUCIO ALDAZABAL PAUCA;PUNO;HUANCANE;HUANCANE;AGOSTO;RRCC ACTA REGISTRAL;52
ORA HOSPITAL LUCIO ALDAZABAL PAUCA;PUNO;HUANCANE;HUANCANE;SEPTIEMBRE;TRAMITE DNI;54
ORA HOSPITAL LUCIO ALDAZABAL PAUCA;PUNO;HUANCANE;HUANCANE;SEPTIEMBRE;ENTREGA DNI;20
ORA HOSPITAL LUCIO ALDAZABAL PAUCA;PUNO;HUANCANE;HUANCANE;SEPTIEMBRE;RRCC ACTA REGISTRAL;55
ORA CHALHUANCA;APURIMAC;AYMARAES;CHALHUANCA;JULIO;TRAMITE DNI;9
ORA CHALHUANCA;APURIMAC;AYMARAES;CHALHUANCA;JULIO;ENTREGA DNI;24
ORA CHALHUANCA;APURIMAC;AYMARAES;CHALHUANCA;JULIO;RRCC ACTA REGISTRAL;9
ORA CHALHUANCA;APURIMAC;AYMARAES;CHALHUANCA;AGOSTO;TRAMITE DNI;10
ORA CHALHUANCA;APURIMAC;AYMARAES;CHALHUANCA;AGOSTO;ENTREGA DNI;19
ORA CHALHUANCA;APURIMAC;AYMARAES;CHALHUANCA;AGOSTO;RRCC ACTA REGISTRAL;12
ORA CHALHUANCA;APURIMAC;AYMARAES;CHALHUANCA;SEPTIEMBRE;TRAMITE DNI;8
ORA CHALHUANCA;APURIMAC;AYMARAES;CHALHUANCA;SEPTIEMBRE;ENTREGA DNI;7
ORA CHALHUANCA;APURIMAC;AYMARAES;CHALHUANCA;SEPTIEMBRE;RRCC ACTA REGISTRAL;11
ORA QUILLABAMBA;CUSCO;LA CONVENCION;SANTA ANA;JULIO;TRAMITE DNI;117
ORA QUILLABAMBA;CUSCO;LA CONVENCION;SANTA ANA;JULIO;ENTREGA DNI;91
ORA QUILLABAMBA;CUSCO;LA CONVENCION;SANTA ANA;JULIO;RRCC ACTA REGISTRAL;125
ORA QUILLABAMBA;CUSCO;LA CONVENCION;SANTA ANA;AGOSTO;TRAMITE DNI;99
ORA QUILLABAMBA;CUSCO;LA CONVENCION;SANTA ANA;AGOSTO;ENTREGA DNI;149
ORA QUILLABAMBA;CUSCO;LA CONVENCION;SANTA ANA;AGOSTO;RRCC ACTA REGISTRAL;102
ORA QUILLABAMBA;CUSCO;LA CONVENCION;SANTA ANA;SEPTIEMBRE;TRAMITE DNI;98
ORA QUILLABAMBA;CUSCO;LA CONVENCION;SANTA ANA;SEPTIEMBRE;ENTREGA DNI;125
ORA QUILLABAMBA;CUSCO;LA CONVENCION;SANTA ANA;SEPTIEMBRE;RRCC ACTA REGISTRAL;109
ORA DE APOYO OTUZCO ELPIDIO BEROVIDES PEREZ;LA LIBERTAD;OTUZCO;OTUZCO;JULIO;TRAMITE DNI;55
ORA DE APOYO OTUZCO ELPIDIO BEROVIDES PEREZ;LA LIBERTAD;OTUZCO;OTUZCO;JULIO;ENTREGA DNI;81
ORA DE APOYO OTUZCO ELPIDIO BEROVIDES PEREZ;LA LIBERTAD;OTUZCO;OTUZCO;JULIO;RRCC ACTA REGISTRAL;54
ORA DE APOYO OTUZCO ELPIDIO BEROVIDES PEREZ;LA LIBERTAD;OTUZCO;OTUZCO;JULIO;RRCC COPIAS CERTIF;2
ORA DE APOYO OTUZCO ELPIDIO BEROVIDES PEREZ;LA LIBERTAD;OTUZCO;OTUZCO;AGOSTO;TRAMITE DNI;59
ORA DE APOYO OTUZCO ELPIDIO BEROVIDES PEREZ;LA LIBERTAD;OTUZCO;OTUZCO;AGOSTO;ENTREGA DNI;54
ORA DE APOYO OTUZCO ELPIDIO BEROVIDES PEREZ;LA LIBERTAD;OTUZCO;OTUZCO;AGOSTO;RRCC ACTA REGISTRAL;61
ORA DE APOYO OTUZCO ELPIDIO BEROVIDES PEREZ;LA LIBERTAD;OTUZCO;OTUZCO;SEPTIEMBRE;TRAMITE DNI;59
ORA DE APOYO OTUZCO ELPIDIO BEROVIDES PEREZ;LA LIBERTAD;OTUZCO;OTUZCO;SEPTIEMBRE;ENTREGA DNI;65
ORA DE APOYO OTUZCO ELPIDIO BEROVIDES PEREZ;LA LIBERTAD;OTUZCO;OTUZCO;SEPTIEMBRE;RRCC ACTA REGISTRAL;50
ORA REQUENA;LORETO;REQUENA;REQUENA;JULIO;TRAMITE DNI;56
ORA REQUENA;LORETO;REQUENA;REQUENA;JULIO;ENTREGA DNI;37
ORA REQUENA;LORETO;REQUENA;REQUENA;JULIO;RRCC ACTA REGISTRAL;60
ORA REQUENA;LORETO;REQUENA;REQUENA;JULIO;RRCC COPIAS CERTIF;28
ORA REQUENA;LORETO;REQUENA;REQUENA;AGOSTO;TRAMITE DNI;65
ORA REQUENA;LORETO;REQUENA;REQUENA;AGOSTO;ENTREGA DNI;62
ORA REQUENA;LORETO;REQUENA;REQUENA;AGOSTO;RRCC ACTA REGISTRAL;69
ORA REQUENA;LORETO;REQUENA;REQUENA;AGOSTO;RRCC COPIAS CERTIF;14
ORA REQUENA;LORETO;REQUENA;REQUENA;SEPTIEMBRE;TRAMITE DNI;59
ORA REQUENA;LORETO;REQUENA;REQUENA;SEPTIEMBRE;ENTREGA DNI;66
ORA REQUENA;LORETO;REQUENA;REQUENA;SEPTIEMBRE;RRCC ACTA REGISTRAL;88
ORA REQUENA;LORETO;REQUENA;REQUENA;SEPTIEMBRE;RRCC COPIAS CERTIF;19
ORA CHAVINILLO;HUANUCO;YAROWILCA;CHAVINILLO;JULIO;TRAMITE DNI;3
ORA CHAVINILLO;HUANUCO;YAROWILCA;CHAVINILLO;JULIO;ENTREGA DNI;6
ORA CHAVINILLO;HUANUCO;YAROWILCA;CHAVINILLO;JULIO;RRCC ACTA REGISTRAL;9
ORA CHAVINILLO;HUANUCO;YAROWILCA;CHAVINILLO;AGOSTO;TRAMITE DNI;8
ORA CHAVINILLO;HUANUCO;YAROWILCA;CHAVINILLO;AGOSTO;ENTREGA DNI;13
ORA CHAVINILLO;HUANUCO;YAROWILCA;CHAVINILLO;AGOSTO;RRCC ACTA REGISTRAL;10
ORA CHAVINILLO;HUANUCO;YAROWILCA;CHAVINILLO;SEPTIEMBRE;TRAMITE DNI;5
ORA CHAVINILLO;HUANUCO;YAROWILCA;CHAVINILLO;SEPTIEMBRE;ENTREGA DNI;5
ORA CHAVINILLO;HUANUCO;YAROWILCA;CHAVINILLO;SEPTIEMBRE;RRCC ACTA REGISTRAL;7
ORA HOSPITAL JUANJUI;SAN MARTIN;MARISCAL CACERES;JUANJUI;JULIO;TRAMITE DNI;77
ORA HOSPITAL JUANJUI;SAN MARTIN;MARISCAL CACERES;JUANJUI;JULIO;ENTREGA DNI;118
ORA HOSPITAL JUANJUI;SAN MARTIN;MARISCAL CACERES;JUANJUI;JULIO;RRCC ACTA REGISTRAL;71
ORA HOSPITAL JUANJUI;SAN MARTIN;MARISCAL CACERES;JUANJUI;AGOSTO;TRAMITE DNI;94
ORA HOSPITAL JUANJUI;SAN MARTIN;MARISCAL CACERES;JUANJUI;AGOSTO;ENTREGA DNI;84
ORA HOSPITAL JUANJUI;SAN MARTIN;MARISCAL CACERES;JUANJUI;AGOSTO;RRCC ACTA REGISTRAL;93
ORA HOSPITAL JUANJUI;SAN MARTIN;MARISCAL CACERES;JUANJUI;SEPTIEMBRE;TRAMITE DNI;97
ORA HOSPITAL JUANJUI;SAN MARTIN;MARISCAL CACERES;JUANJUI;SEPTIEMBRE;ENTREGA DNI;99
ORA HOSPITAL JUANJUI;SAN MARTIN;MARISCAL CACERES;JUANJUI;SEPTIEMBRE;RRCC ACTA REGISTRAL;84
ORA AGUAYTIA;UCAYALI;PADRE ABAD;PADRE ABAD;JULIO;TRAMITE DNI;41
ORA AGUAYTIA;UCAYALI;PADRE ABAD;PADRE ABAD;JULIO;ENTREGA DNI;69
ORA AGUAYTIA;UCAYALI;PADRE ABAD;PADRE ABAD;JULIO;RRCC ACTA REGISTRAL;40
ORA AGUAYTIA;UCAYALI;PADRE ABAD;PADRE ABAD;AGOSTO;TRAMITE DNI;36
ORA AGUAYTIA;UCAYALI;PADRE ABAD;PADRE ABAD;AGOSTO;ENTREGA DNI;52
ORA AGUAYTIA;UCAYALI;PADRE ABAD;PADRE ABAD;AGOSTO;RRCC ACTA REGISTRAL;47
ORA AGUAYTIA;UCAYALI;PADRE ABAD;PADRE ABAD;SEPTIEMBRE;TRAMITE DNI;37
ORA AGUAYTIA;UCAYALI;PADRE ABAD;PADRE ABAD;SEPTIEMBRE;ENTREGA DNI;57
ORA AGUAYTIA;UCAYALI;PADRE ABAD;PADRE ABAD;SEPTIEMBRE;RRCC ACTA REGISTRAL;55
ORA HOSPITAL DE TOCACHE;SAN MARTIN;TOCACHE;TOCACHE;JULIO;TRAMITE DNI;103
ORA HOSPITAL DE TOCACHE;SAN MARTIN;TOCACHE;TOCACHE;JULIO;ENTREGA DNI;108
ORA HOSPITAL DE TOCACHE;SAN MARTIN;TOCACHE;TOCACHE;JULIO;RRCC ACTA REGISTRAL;103
ORA HOSPITAL DE TOCACHE;SAN MARTIN;TOCACHE;TOCACHE;AGOSTO;TRAMITE DNI;90
ORA HOSPITAL DE TOCACHE;SAN MARTIN;TOCACHE;TOCACHE;AGOSTO;ENTREGA DNI;160
ORA HOSPITAL DE TOCACHE;SAN MARTIN;TOCACHE;TOCACHE;AGOSTO;RRCC ACTA REGISTRAL;91
ORA HOSPITAL DE TOCACHE;SAN MARTIN;TOCACHE;TOCACHE;SEPTIEMBRE;TRAMITE DNI;97
ORA HOSPITAL DE TOCACHE;SAN MARTIN;TOCACHE;TOCACHE;SEPTIEMBRE;ENTREGA DNI;103
ORA HOSPITAL DE TOCACHE;SAN MARTIN;TOCACHE;TOCACHE;SEPTIEMBRE;RRCC ACTA REGISTRAL;94
ORA HOSPITAL DE LA AMISTAD PERU - COREA SANTA ROSA II-2;PIURA;PIURA;VEINTESEIS DE OCTUBRE;JULIO;TRAMITE DNI;186
ORA HOSPITAL DE LA AMISTAD PERU - COREA SANTA ROSA II-2;PIURA;PIURA;VEINTESEIS DE OCTUBRE;JULIO;ENTREGA DNI;150
ORA HOSPITAL DE LA AMISTAD PERU - COREA SANTA ROSA II-2;PIURA;PIURA;VEINTESEIS DE OCTUBRE;JULIO;RRCC ACTA REGISTRAL;213
ORA HOSPITAL DE LA AMISTAD PERU - COREA SANTA ROSA II-2;PIURA;PIURA;VEINTESEIS DE OCTUBRE;AGOSTO;TRAMITE DNI;199
ORA HOSPITAL DE LA AMISTAD PERU - COREA SANTA ROSA II-2;PIURA;PIURA;VEINTESEIS DE OCTUBRE;AGOSTO;ENTREGA DNI;173
ORA HOSPITAL DE LA AMISTAD PERU - COREA SANTA ROSA II-2;PIURA;PIURA;VEINTESEIS DE OCTUBRE;AGOSTO;RRCC ACTA REGISTRAL;215
ORA HOSPITAL DE LA AMISTAD PERU - COREA SANTA ROSA II-2;PIURA;PIURA;VEINTESEIS DE OCTUBRE;SEPTIEMBRE;TRAMITE DNI;192
ORA HOSPITAL DE LA AMISTAD PERU - COREA SANTA ROSA II-2;PIURA;PIURA;VEINTESEIS DE OCTUBRE;SEPTIEMBRE;ENTREGA DNI;145
ORA HOSPITAL DE LA AMISTAD PERU - COREA SANTA ROSA II-2;PIURA;PIURA;VEINTESEIS DE OCTUBRE;SEPTIEMBRE;RRCC ACTA REGISTRAL;205
ORA LONYA GRANDE;AMAZONAS;UTCUBAMBA;LONYA GRANDE;JULIO;TRAMITE DNI;6
ORA LONYA GRANDE;AMAZONAS;UTCUBAMBA;LONYA GRANDE;JULIO;ENTREGA DNI;13
ORA LONYA GRANDE;AMAZONAS;UTCUBAMBA;LONYA GRANDE;JULIO;RRCC ACTA REGISTRAL;2
ORA LONYA GRANDE;AMAZONAS;UTCUBAMBA;LONYA GRANDE;AGOSTO;TRAMITE DNI;2
ORA LONYA GRANDE;AMAZONAS;UTCUBAMBA;LONYA GRANDE;AGOSTO;ENTREGA DNI;36
ORA LONYA GRANDE;AMAZONAS;UTCUBAMBA;LONYA GRANDE;AGOSTO;RRCC ACTA REGISTRAL;5
ORA LONYA GRANDE;AMAZONAS;UTCUBAMBA;LONYA GRANDE;SEPTIEMBRE;TRAMITE DNI;3
ORA LONYA GRANDE;AMAZONAS;UTCUBAMBA;LONYA GRANDE;SEPTIEMBRE;ENTREGA DNI;22
ORA LONYA GRANDE;AMAZONAS;UTCUBAMBA;LONYA GRANDE;SEPTIEMBRE;RRCC ACTA REGISTRAL;9
ORA JULI;PUNO;CHUCUITO;JULI;JULIO;TRAMITE DNI;29
ORA JULI;PUNO;CHUCUITO;JULI;JULIO;ENTREGA DNI;3
ORA JULI;PUNO;CHUCUITO;JULI;JULIO;RRCC ACTA REGISTRAL;31
